id,logFC.x,logCPM.x,PValue.x,FDR.x,RNA-MCF7.x,RNC-MCF7.x,logFC.y,logCPM.y,PValue.y,FDR.y,RNA-MDAMB231.x,RNC-MDAMB231.x,logFC.x.x,logCPM.x.x,PValue.x.x,FDR.x.x,RNA-MCF7.y,RNA-MDAMB231.y,logFC.y.y,logCPM.y.y,PValue.y.y,FDR.y.y,RNC-MCF7.y,RNC-MDAMB231.y,strand,circ_type,gene_id,gene_name,gene_type
chr1:117402186|117414831,-8.94620547259941,11.882511156927755,3.195533631955224e-6,2.466118346400227e-4,112,0,-7.598882494414252,12.249561306020787,0.00444281126432207,0.11137668238490156,43,0,0.11617706408523484,12.352465954182453,0.7335623006982231,0.8175364110698413,112,43,NA,NA,NA,NA,NA,NA,+,exon,ENSG00000198162.12,MAN1A2,protein_coding
chr12:116230533|116237705,-8.85329104267339,11.803765706200918,1.5389236110096672e-5,9.755676462650569e-4,105,0,-5.204814041783273,10.413021541353492,0.6250374953130612,0.8962569212871706,8,0,-2.2075850405518294,11.655441171136054,7.02874477697226e-7,3.234820039402006e-5,105,8,NA,NA,NA,NA,NA,NA,-,exon,ENSG00000123066.9,MED13L,protein_coding
chr5:168488602|168494650,-8.85329104267339,11.803765706200918,1.5389236110096672e-5,9.755676462650569e-4,105,0,1.6780028509289024,10.395476596135444,0.3750624921885511,0.8261776683894201,5,2,-2.8786563846128805,11.588797095191286,1.4809659889520895e-8,9.905929463703687e-7,105,5,NA,NA,NA,NA,NA,NA,+,exon,ENSG00000113643.9,RARS1,protein_coding
chr21:15014344|15043574,-8.269887389801074,11.30997252532159,1.8173625440107925e-4,0.00948770151652693,70,0,NA,NA,NA,NA,NA,NA,-3.019562809800143,11.060529784932836,2.1201431859547727e-6,8.586579903116829e-5,70,3,NA,NA,NA,NA,NA,NA,-,exon,"ENSG00000235609.7,ENSG00000180530.11","AF127936.9,NRIP1","lncRNA,protein_coding"
chr16:68121987|68126610,-8.349805066742324,11.377528478620814,3.2807703879989973e-4,0.015324651154469,74,0,-0.6498885909447273,11.827306414483774,0.8036978918732233,1,26,2,-0.01153354715152123,11.717539132555476,1,1,74,26,NA,NA,NA,NA,NA,NA,+,exon,"ENSG00000261864.1,ENSG00000072736.19","RP11-67A1.2,NFATC3","lncRNA,protein_coding"
chr15:98707562|98708107,-7.923238255712421,11.017506647280221,0.0014976435080257912,0.05013239606347061,55,0,NA,NA,NA,NA,NA,NA,-8.223612158126935,10.669991476025238,6.84614210419095e-8,3.7468750705369385e-6,55,0,NA,NA,NA,NA,NA,NA,+,exon,ENSG00000140443.15,IGF1R,protein_coding
chr9:111386377|111391824,-7.923238255712421,11.017506647280221,0.0014976435080257912,0.05013239606347061,55,0,-7.458783027029875,12.133320161286427,0.002359202868400165,0.07457132544899653,39,0,0.9990760094947873,11.801598709937341,0.0021079107609962918,0.020620866140181115,55,39,NA,NA,NA,NA,NA,NA,-,exon,ENSG00000136813.15,ECPAS,protein_coding
chr9:93471141|93498886,-8.072031154857141,11.14290950616617,0.001553398187882188,0.05013239606347061,61,0,-6.702636430384576,11.517213836767915,0.021515144406641044,0.2843910906114189,23,0,0.09001176137033297,11.491410641373333,0.9077311616194476,0.9850780290886287,61,23,NA,NA,NA,NA,NA,NA,+,exon,ENSG00000048828.17,FAM120A,protein_coding
chr16:88027483|88038011,-8.04827376121161,11.122871474502317,0.001553398187882188,0.05013239606347061,60,0,-6.931908521492819,11.701518262609918,0.03863062509713602,0.3948487728388336,27,0,0.3445054790816251,11.579350387708024,0.36913390614372327,0.45057031943402026,60,27,NA,NA,NA,NA,NA,NA,+,exon,ENSG00000172530.21,BANP,protein_coding
chr17:60633853|60648082,-8.024118586212348,11.102503525982408,0.001553398187882188,0.05013239606347061,59,0,NA,NA,NA,NA,NA,NA,-8.324568245330992,10.755823821773657,1.0796430177748654e-8,7.538886589634836e-7,59,0,NA,NA,NA,NA,NA,NA,+,exon,ENSG00000170836.12,PPM1D,protein_coding
chr18:21765772|21779685,-7.842661113733632,10.949703496226258,0.0025888579587734144,0.07604972052285378,52,0,-5.890129627803931,10.891697374383158,0.21882030546932954,0.8261776683894201,13,0,-0.5004235167549602,11.068236646222749,0.28127198327090425,0.35202457733225034,52,13,NA,NA,NA,NA,NA,NA,+,exon,ENSG00000101752.12,MIB1,protein_coding
chr8:18799295|18804898,-7.949127326438524,11.039308643521474,0.0026135396912079327,0.07604972052285378,56,0,-7.383277393108725,12.07088009533338,0.004195020365480461,0.10892070734658196,37,0,0.8973486555767607,11.767932207701103,0.007472127555865652,0.05370328181344924,56,37,NA,NA,NA,NA,NA,NA,-,exon,ENSG00000156011.17,PSD3,protein_coding
chr17:51263274|51268904,-7.727707542847102,10.853131967055626,0.00444281126432207,0.11107028160805175,48,0,-6.18512157895516,11.11285518087326,0.12506562171808408,0.7640563612524968,16,0,-0.08716566391236649,11.095335751063393,0.8940013928563404,0.970698563289056,48,16,NA,NA,NA,NA,NA,NA,+,exon,ENSG00000011260.14,UTP18,protein_coding
chr12:100282943|100298175,-7.697478698656695,10.827771807897962,0.00444281126432207,0.11107028160805175,47,0,-6.093333401071039,11.043214435798852,0.12506562171808408,0.7640563612524968,15,0,-0.1496276224061868,11.044859766853975,0.8920687636917481,0.9691197674226342,47,15,NA,NA,NA,NA,NA,NA,+,exon,ENSG00000136021.19,SCYL2,protein_coding
chr19:29985223|29986417,-7.697478698656695,10.827771807897962,0.00444281126432207,0.11107028160805175,47,0,-5.890129627803931,10.891697374383158,0.21882030546932954,0.8261776683894201,13,0,-0.3551155087085621,10.977382476541115,0.576337921909475,0.665384430938818,47,13,NA,NA,NA,NA,NA,NA,+,exon,ENSG00000105176.18,URI1,protein_coding
chr8:101558419|101558812,-7.4297170611639,10.603916648727713,0.0074060967305925275,0.15094138990642703,39,0,NA,NA,NA,NA,NA,NA,-7.729633355134569,10.25514056299091,5.719820879950893e-6,2.0189308019458285e-4,39,0,NA,NA,NA,NA,NA,NA,+,exon,ENSG00000083307.12,GRHL2,protein_coding
chr21:15762891|15766141,-7.392462541950036,10.572900880720123,0.0074060967305925275,0.15094138990642703,38,0,-5.653537652617738,10.720393926268374,0.3750624921885511,0.8261776683894201,11,0,-0.2894864106650717,10.715918371428586,0.6443189170692594,0.7350680603184508,38,11,NA,NA,NA,NA,NA,NA,+,exon,ENSG00000155313.16,USP25,protein_coding
chr2:61522611|61533903,-7.392462541950036,10.572900880720123,0.0074060967305925275,0.15094138990642703,38,0,-6.702636430384576,11.517213836767915,0.021515144406641044,0.2843910906114189,23,0,0.7701892310746441,11.148156607933325,0.06310966879185412,0.1767594457863134,38,23,NA,NA,NA,NA,NA,NA,-,exon,ENSG00000082898.19,XPO1,protein_coding
chr7:129014979|129018157,-7.392462541950036,10.572900880720123,0.0074060967305925275,0.15094138990642703,38,0,-5.518897377689947,10.625620088173344,0.3750624921885511,0.8261776683894201,10,0,-0.4261376863529272,10.675472320323403,0.5331314827289003,0.6197423952503003,38,10,NA,NA,NA,NA,NA,NA,-,exon,ENSG00000064419.14,TNPO3,protein_coding
chr10:7797047|7802854,-7.6027952708145925,10.748444237681129,0.0075635441627656,0.15094138990642703,44,0,-6.821822161426038,11.612693662844018,0.0655022008856208,0.5621642451104577,25,0,0.6796036031209525,11.307301075659034,0.10397284347853515,0.22816025583704527,44,25,NA,NA,NA,NA,NA,NA,+,exon,ENSG00000165629.20,ATP5F1C,protein_coding
chr8:140864312|140890769,-7.536034447357497,10.692616913542992,0.012762168685188806,0.20372383103294994,42,0,-7.495103868062896,12.163409808982111,0.0075635441627656,0.1666271698888058,40,0,1.4230907032232656,11.679234121698972,3.3500293871563465e-5,9.421957651377224e-4,42,40,NA,NA,NA,NA,NA,NA,-,exon,ENSG00000169398.19,PTK2,protein_coding
chr8:98706467|98707311,-7.536034447357497,10.692616913542992,0.012762168685188806,0.20372383103294994,42,0,-5.204814041783273,10.413021541353492,0.6250374953130612,0.8962569212871706,8,0,-0.8894501531306348,10.688253510074826,0.11765009618580788,0.22816025583704527,42,8,NA,NA,NA,NA,NA,NA,-,exon,ENSG00000104375.17,STK3,protein_coding
chr17:59197544|59197789,-7.50145860797959,10.663741428528759,0.012762168685188806,0.20372383103294994,41,0,NA,NA,NA,NA,NA,NA,-7.801451537400269,10.314887291585404,3.0747256515929514e-6,1.1973691239376398e-4,41,0,NA,NA,NA,NA,NA,NA,+,exon,"ENSG00000265303.1,ENSG00000068489.13","CTD-2510F5.6,PRR11","protein_coding,protein_coding"
chr5:176943335|176958154,-7.50145860797959,10.663741428528759,0.012762168685188806,0.20372383103294994,41,0,-6.093333401071039,11.043214435798852,0.12506562171808408,0.7640563612524968,15,0,0.04658341244280141,10.931388963359387,1,1,41,15,NA,NA,NA,NA,NA,NA,-,exon,ENSG00000087206.17,UIMC1,protein_coding
chr11:73707420|73718718,-7.354220445923994,10.541101170369998,0.012969460792520194,0.20372383103294994,37,0,0.4443886899224909,10.34326390805669,0.9999999999999487,1,6,1,-1.1185831533279553,10.479064992457573,0.08981035083975739,0.22816025583704527,37,6,NA,NA,NA,NA,NA,NA,-,exon,ENSG00000175582.20,RAB6A,protein_coding
chr3:142736379|142748460,-7.354220445923994,10.541101170369998,0.012969460792520194,0.20372383103294994,37,0,NA,NA,NA,NA,NA,NA,-7.654051865414976,10.19249056939341,1.0613014450411542e-5,3.4663474616263506e-4,37,0,NA,NA,NA,NA,NA,NA,+,exon,ENSG00000144935.16,TRPC1,protein_coding
chr15:80120328|80122800,-7.314936984806142,10.508477858329519,0.012969460792520194,0.20372383103294994,36,0,-6.271417626430037,11.178957447697995,0.12506562171808408,0.7640563612524968,17,0,0.41314790576753607,10.903087815375518,0.47141333930155116,0.5582526386465737,36,17,NA,NA,NA,NA,NA,NA,+,exon,ENSG00000086666.19,ZFAND6,protein_coding
chr17:82563354|82568201,-7.314936984806142,10.508477858329519,0.012969460792520194,0.20372383103294994,36,0,-6.639135544790032,11.46666048042006,0.03910469277083359,0.3948487728388336,22,0,0.7838598395373176,11.079544042864931,0.0762990450412211,0.19884886255916698,36,22,NA,NA,NA,NA,NA,NA,+,exon,ENSG00000141568.21,FOXK2,protein_coding
chr3:31576396|31580096,-7.314936984806142,10.508477858329519,0.012969460792520194,0.20372383103294994,36,0,-6.429915036721001,11.301837246186922,0.07036718886527049,0.5621642451104577,19,0,0.5730305970377735,10.975558857036594,0.2630468130351189,0.33167484208973586,36,19,NA,NA,NA,NA,NA,NA,+,exon,ENSG00000163527.10,STT3B,protein_coding
chr12:42210355|42210680,-7.274553852642078,10.474988240767981,0.012969460792520194,0.20372383103294994,35,0,-4.243410468396395,9.84882486397912,1,1,4,0,-1.61602913606695,10.329162300532872,0.029573372433629393,0.13221026238499212,35,4,NA,NA,NA,NA,NA,NA,-,exon,ENSG00000015153.15,YAF2,protein_coding
chr17:59047683|59057054,-7.274553852642078,10.474988240767981,0.012969460792520194,0.20372383103294994,35,0,NA,NA,NA,NA,NA,NA,-7.574290754485042,10.126639205682569,1.9637589721938124e-5,5.680874169560671e-4,35,0,NA,NA,NA,NA,NA,NA,-,exon,ENSG00000108395.14,TRIM37,protein_coding
chr5:32135572|32143880,-7.274553852642078,10.474988240767981,0.012969460792520194,0.20372383103294994,35,0,-5.890129627803931,10.891697374383158,0.21882030546932954,0.8261776683894201,13,0,0.06825630905565407,10.726958302521762,1,1,35,13,NA,NA,NA,NA,NA,NA,-,exon,ENSG00000113384.14,GOLPH3,protein_coding
chr17:60460663|60462061,-7.233007705275655,10.440586251499344,0.022502845640795455,0.28876764374789315,34,0,NA,NA,NA,NA,NA,NA,-7.532693203517535,10.092407009702537,3.6227067892695715e-5,9.781308331027843e-4,34,0,NA,NA,NA,NA,NA,NA,-,exon,ENSG00000062725.10,APPBP2,protein_coding
chr5:129684120|129704391,-7.233007705275655,10.440586251499344,0.022502845640795455,0.28876764374789315,34,0,NA,NA,NA,NA,NA,NA,-7.532693203517535,10.092407009702537,3.6227067892695715e-5,9.781308331027843e-4,34,0,NA,NA,NA,NA,NA,NA,+,exon,ENSG00000145808.10,ADAMTS19,protein_coding
chr9:83678441|83686155,-7.233007705275655,10.440586251499344,0.022502845640795455,0.28876764374789315,34,0,-5.890129627803931,10.891697374383158,0.21882030546932954,0.8261776683894201,13,0,0.10985386002316049,10.703551489278542,0.877742634867889,0.9545804702510607,34,13,NA,NA,NA,NA,NA,NA,-,exon,ENSG00000135018.14,UBQLN1,protein_coding
chr10:68468123|68470163,-7.1902295626238395,10.40522210169863,0.022502845640795455,0.28876764374789315,33,0,-6.821822161426038,11.612693662844018,0.0655022008856208,0.5621642451104577,25,0,1.092633193333316,11.125944829655781,0.010561449826798392,0.07200988518271631,33,25,NA,NA,NA,NA,NA,NA,-,exon,ENSG00000138346.15,DNA2,protein_coding
chr16:69370483|69372355,-7.1902295626238395,10.40522210169863,0.022502845640795455,0.28876764374789315,33,0,-4.243410468396395,9.84882486397912,1,1,4,0,-1.5315989428086616,10.267999015117214,0.042927905497560044,0.16038562478331936,33,4,NA,NA,NA,NA,NA,NA,-,exon,ENSG00000132604.11,TERF2,protein_coding
chr3:170136419|170149244,-7.1902295626238395,10.40522210169863,0.022502845640795455,0.28876764374789315,33,0,-5.204814041783273,10.413021541353492,0.6250374953130612,0.8962569212871706,8,0,-0.543247743472198,10.460666371003905,0.39193303889346465,0.472419287951944,33,8,NA,NA,NA,NA,NA,NA,-,exon,ENSG00000173889.16,PHC3,protein_coding
chr5:73074742|73077493,-7.1902295626238395,10.40522210169863,0.022502845640795455,0.28876764374789315,33,0,-5.370386111074125,10.523555709700503,0.6250374953130612,0.8962569212871706,9,0,-0.3746228783131065,10.506299993197704,0.6180379573558169,0.7082777949323878,33,9,NA,NA,NA,NA,NA,NA,+,exon,ENSG00000157107.14,FCHO2,protein_coding
chr7:127373342|127377329,-7.1902295626238395,10.40522210169863,0.022502845640795455,0.28876764374789315,33,0,-5.01774636134617,10.292529348646047,0.2500374981251168,0.8261776683894201,7,0,-0.734222937406272,10.414054711670174,0.2966064106970229,0.36646002541883554,33,7,NA,NA,NA,NA,NA,NA,-,exon,ENSG00000048405.10,ZNF800,protein_coding
chr16:47497399|47515601,-7.146144119593434,10.368841870084703,0.022502845640795455,0.28876764374789315,32,0,-5.204814041783273,10.413021541353492,0.6250374953130612,0.8962569212871706,8,0,-0.49910441636839614,10.43258124100942,0.4872120941643654,0.5722763867069837,32,8,NA,NA,NA,NA,NA,NA,+,exon,"ENSG00000102893.16,ENSG00000222268.1","PHKB,RNA5SP425","protein_coding,rRNA_pseudogene"
chr3:196391813|196403019,-7.146144119593434,10.368841870084703,0.022502845640795455,0.28876764374789315,32,0,-6.702636430384576,11.517213836767915,0.021515144406641044,0.2843910906114189,23,0,1.016809506378979,11.039392128266403,0.027209434905050223,0.13221026238499212,32,23,NA,NA,NA,NA,NA,NA,-,exon,"ENSG00000206644.1,ENSG00000241868.3,ENSG00000163960.12","RNU6-1279P,RN7SL434P,UBXN7","snRNA,misc_RNA,protein_coding"
chr6:158282263|158314268,-7.146144119593434,10.368841870084703,0.022502845640795455,0.28876764374789315,32,0,-6.093333401071039,11.043214435798852,0.12506562171808408,0.7640563612524968,15,0,0.4023177157201197,10.738210317557987,0.5428202165239826,0.6302815014111609,32,15,NA,NA,NA,NA,NA,NA,+,exon,"ENSG00000130338.13,ENSG00000274023.1","TULP4,RP11-732M18.4","protein_coding,lncRNA"
chr8:123337625|123339446,-7.146144119593434,10.368841870084703,0.022502845640795455,0.28876764374789315,32,0,NA,NA,NA,NA,NA,NA,-7.445717234122951,10.021086824896367,6.661379592884885e-5,0.0015869757265402227,32,0,NA,NA,NA,NA,NA,NA,-,exon,ENSG00000156802.13,ATAD2,protein_coding
chr5:180261684|180280608,-2.107620351057087,11.680481338533369,0.03172053710054809,0.39403587233674736,88,2,-4.550023676850868,10.013401700547634,0.5000249987501304,0.8261776683894201,5,0,-2.6243315646012078,11.382597041862432,4.4942506811547057e-7,2.2197213730093365e-5,88,5,NA,NA,NA,NA,NA,NA,-,exon,ENSG00000050748.18,MAPK9,protein_coding
chr18:9931810|9937066,-7.100668948353767,10.331387035285664,0.03863062509713602,0.40591128460952997,31,0,NA,NA,NA,NA,NA,NA,-7.400180469012149,9.98388927109867,1.2205553230317e-4,0.002458603056814496,31,0,NA,NA,NA,NA,NA,NA,+,exon,ENSG00000101558.14,VAPA,protein_coding
chr2:58221942|58232112,-7.100668948353767,10.331387035285664,0.03863062509713602,0.40591128460952997,31,0,NA,NA,NA,NA,NA,NA,-7.400180469012149,9.98388927109867,1.2205553230317e-4,0.002458603056814496,31,0,NA,NA,NA,NA,NA,NA,-,exon,ENSG00000115392.12,FANCL,protein_coding
chr7:80789306|80805758,-7.100668948353767,10.331387035285664,0.03863062509713602,0.40591128460952997,31,0,NA,NA,NA,NA,NA,NA,-7.400180469012149,9.98388927109867,1.2205553230317e-4,0.002458603056814496,31,0,NA,NA,NA,NA,NA,NA,-,exon,ENSG00000075223.14,SEMA3C,protein_coding
chr13:60439688|60467379,-7.053713570738949,10.292793940285783,0.03863062509713602,0.40591128460952997,30,0,NA,NA,NA,NA,NA,NA,-7.353159419279293,9.945585646230592,2.2277819975199077e-4,0.004027909415158762,30,0,NA,NA,NA,NA,NA,NA,+,exon,ENSG00000083544.16,TDRD3,protein_coding
chr4:147857553|147881932,-7.053713570738949,10.292793940285783,0.03863062509713602,0.40591128460952997,30,0,-5.518897377689947,10.625620088173344,0.3750624921885511,0.8261776683894201,10,0,-0.08695959620493388,10.469711797586058,0.9999999999999892,1,30,10,NA,NA,NA,NA,NA,NA,+,exon,ENSG00000071205.12,ARHGAP10,protein_coding
chr8:51860845|51861246,-7.053713570738949,10.292793940285783,0.03863062509713602,0.40591128460952997,30,0,NA,NA,NA,NA,NA,NA,-7.353159419279293,9.945585646230592,2.2277819975199077e-4,0.004027909415158762,30,0,NA,NA,NA,NA,NA,NA,-,exon,ENSG00000168300.14,PCMTD1,protein_coding
chr14:103778745|103797518,-7.005178374551824,10.252993176779986,0.03863062509713602,0.40591128460952997,29,0,-4.802757086823079,10.160163768634256,0.5000249987501304,0.8261776683894201,6,0,-0.7690853417290052,10.242584342354109,0.2652786684543418,0.3342808361045689,29,6,NA,NA,NA,NA,NA,NA,-,exon,"ENSG00000088808.18,ENSG00000202275.1","PPP1R13B,ENSG10010137167.1","protein_coding,snoRNA"
chr14:22909483|22911403,-7.005178374551824,10.252993176779986,0.03863062509713602,0.40591128460952997,29,0,-5.01774636134617,10.292529348646047,0.2500374981251168,0.8261776683894201,7,0,-0.5489164299955449,10.294017589236729,0.47347509042475927,0.5597122347403022,29,7,NA,NA,NA,NA,NA,NA,-,exon,ENSG00000100461.18,RBM23,protein_coding
chr6:79042843|79060818,-7.005178374551824,10.252993176779986,0.03863062509713602,0.40591128460952997,29,0,-5.370386111074125,10.523555709700503,0.6250374953130612,0.8962569212871706,9,0,-0.1893163709023794,10.393365764554066,1,1,29,9,NA,NA,NA,NA,NA,NA,-,exon,ENSG00000146247.14,PHIP,protein_coding
chr6:87215903|87218731,-7.005178374551824,10.252993176779986,0.03863062509713602,0.40591128460952997,29,0,-6.271417626430037,11.178957447697995,0.12506562171808408,0.7640563612524968,17,0,0.7233163026986694,10.749677253248326,0.12669632594508068,0.2309271467495845,29,17,NA,NA,NA,NA,NA,NA,+,exon,ENSG00000188994.13,ZNF292,protein_coding
chr10:100923975|100926019,-6.673686105114859,9.984010321372415,0.03910469277083359,0.40591128460952997,23,0,-6.271417626430037,11.178957447697995,0.12506562171808408,0.7640563612524968,17,0,1.0553565852559108,10.600164983790867,0.05348247832871993,0.17538197068038355,23,17,NA,NA,NA,NA,NA,NA,+,exon,ENSG00000119906.13,SLF2,protein_coding
chr15:84680713|84691644,-6.673686105114859,9.984010321372415,0.03910469277083359,0.40591128460952997,23,0,NA,NA,NA,NA,NA,NA,-6.972513771258785,9.639884765956495,5.211828308312058e-4,0.007647791539370955,23,0,NA,NA,NA,NA,NA,NA,-,exon,ENSG00000140612.14,SEC11A,protein_coding
chr17:61744432|61780401,-6.673686105114859,9.984010321372415,0.03910469277083359,0.40591128460952997,23,0,NA,NA,NA,NA,NA,NA,-6.972513771258785,9.639884765956495,5.211828308312058e-4,0.007647791539370955,23,0,NA,NA,NA,NA,NA,NA,-,exon,ENSG00000136492.10,BRIP1,protein_coding
chr1:23030469|23050520,-6.673686105114859,9.984010321372415,0.03910469277083359,0.40591128460952997,23,0,-6.271417626430037,11.178957447697995,0.12506562171808408,0.7640563612524968,17,0,1.0553565852559108,10.600164983790867,0.05348247832871993,0.17538197068038355,23,17,NA,NA,NA,NA,NA,NA,+,exon,"ENSG00000263793.1,ENSG00000004487.17","MIR3115,KDM1A","miRNA,protein_coding"
chr20:41092472|41101353,-6.673686105114859,9.984010321372415,0.03910469277083359,0.40591128460952997,23,0,-5.204814041783273,10.413021541353492,0.6250374953130612,0.8962569212871706,8,0,-0.025900953504229444,10.145935012788241,1,1,23,8,NA,NA,NA,NA,NA,NA,+,exon,ENSG00000198900.7,TOP1,protein_coding
chr2:54982515|54987698,-6.673686105114859,9.984010321372415,0.03910469277083359,0.40591128460952997,23,0,-0.9016653798755087,12.016154378845501,0.6477643703425204,0.9270171205492369,31,2,1.9195915097338745,11.147643046017091,5.533529179258151e-6,2.0189308019458285e-4,23,31,NA,NA,NA,NA,NA,NA,-,exon,ENSG00000115310.18,RTN4,protein_coding
chr2:99462496|99464985,-6.673686105114859,9.984010321372415,0.03910469277083359,0.40591128460952997,23,0,NA,NA,NA,NA,NA,NA,-6.972513771258785,9.639884765956495,5.211828308312058e-4,0.007647791539370955,23,0,NA,NA,NA,NA,NA,NA,-,exon,ENSG00000135945.10,REV1,protein_coding
chr4:55411614|55417985,-6.673686105114859,9.984010321372415,0.03910469277083359,0.40591128460952997,23,0,-4.243410468396395,9.84882486397912,1,1,4,0,-1.0142521528406931,9.907575724733741,0.2865454281989637,0.35686008124409685,23,4,NA,NA,NA,NA,NA,NA,+,exon,"ENSG00000134851.13,ENSG00000239040.1","TMEM165,Y_RNA","protein_coding,misc_RNA"
chr9:6880012|6893232,-6.673686105114859,9.984010321372415,0.03910469277083359,0.40591128460952997,23,0,-5.204814041783273,10.413021541353492,0.6250374953130612,0.8962569212871706,8,0,-0.025900953504229444,10.145935012788241,1,1,23,8,NA,NA,NA,NA,NA,NA,+,exon,ENSG00000107077.19,KDM4C,protein_coding
chr11:86007542|86031611,-6.954953341146105,10.211908874632465,0.0655022008856208,0.5407002607612776,28,0,-4.802757086823079,10.160163768634256,0.5000249987501304,0.8261776683894201,6,0,-0.7187851635705333,10.209594009192537,0.34526819418397386,0.4229692034014199,28,6,NA,NA,NA,NA,NA,NA,-,exon,ENSG00000073921.18,PICALM,protein_coding
chr15:41356039|41377304,-6.954953341146105,10.211908874632465,0.0655022008856208,0.5407002607612776,28,0,-6.702636430384576,11.517213836767915,0.021515144406641044,0.2843910906114189,23,0,1.2082728648443761,10.960788272034081,0.006667095386919025,0.05275064565206173,28,23,NA,NA,NA,NA,NA,NA,+,exon,"ENSG00000285920.2,ENSG00000137804.14","RP11-16O9.3,NUSAP1","protein_coding,protein_coding"
chr3:56660731|56673725,-6.954953341146105,10.211908874632465,0.0655022008856208,0.5407002607612776,28,0,NA,NA,NA,NA,NA,NA,-7.254253875657554,9.865382885770313,7.681710181266624e-5,0.0017283847907849904,28,0,NA,NA,NA,NA,NA,NA,-,exon,ENSG00000163946.14,TASOR,protein_coding
chr5:171183195|171205612,-6.954953341146105,10.211908874632465,0.0655022008856208,0.5407002607612776,28,0,-4.550023676850868,10.013401700547634,0.5000249987501304,0.8261776683894201,5,0,-0.97871240196405,10.155802105578266,0.24810894877420622,0.3156645471966094,28,5,NA,NA,NA,NA,NA,NA,+,exon,ENSG00000204764.14,RANBP17,protein_coding
chr7:44798748|44799874,-6.954953341146105,10.211908874632465,0.0655022008856208,0.5407002607612776,28,0,NA,NA,NA,NA,NA,NA,-7.254253875657554,9.865382885770313,7.681710181266624e-5,0.0017283847907849904,28,0,NA,NA,NA,NA,NA,NA,+,exon,ENSG00000196262.15,PPIA,protein_coding
chr13:21167988|21168399,-6.902916543420812,10.169457878343502,0.0655022008856208,0.5407002607612776,27,0,-5.995306220541475,10.969646908549526,0.21882030546932954,0.8261776683894201,14,0,0.5468100502142698,10.571098054032484,0.3244578657625491,0.4001383545488197,27,14,NA,NA,NA,NA,NA,NA,-,exon,ENSG00000165480.16,SKA3,protein_coding
chr1:7777160|7778169,-6.902916543420812,10.169457878343502,0.0655022008856208,0.5407002607612776,27,0,0.45371737812469265,11.54864719727467,0.7906006225425091,1,18,3,0.907888980305275,10.743707075860502,0.06628351006178192,0.18212226305984855,27,18,NA,NA,NA,NA,NA,NA,+,exon,ENSG00000049245.13,VAMP3,protein_coding
chr20:47736703|47757463,-6.902916543420812,10.169457878343502,0.0655022008856208,0.5407002607612776,27,0,NA,NA,NA,NA,NA,NA,-7.202136409059056,9.823328399517212,1.458358528589781e-4,0.0027599775891535574,27,0,NA,NA,NA,NA,NA,NA,-,exon,ENSG00000196562.14,SULF2,protein_coding
chr2:202464809|202467689,-6.902916543420812,10.169457878343502,0.0655022008856208,0.5407002607612776,27,0,-6.572710433585536,11.41403204305271,0.03910469277083359,0.3948487728388336,21,0,1.129535248634742,10.864010281619365,0.018760752773915854,0.09945163446905655,27,21,NA,NA,NA,NA,NA,NA,+,exon,ENSG00000204217.15,BMPR2,protein_coding
chr3:149846011|149921227,-6.902916543420812,10.169457878343502,0.0655022008856208,0.5407002607612776,27,0,-6.18512157895516,11.11285518087326,0.12506562171808408,0.7640563612524968,16,0,0.7386165463307666,10.659247211624443,0.1542713268963979,0.27892806871893366,27,16,NA,NA,NA,NA,NA,NA,+,exon,ENSG00000082996.20,RNF13,protein_coding
chr14:102040236|102040673,-6.848932362649396,10.125548788271688,0.0655022008856208,0.5407002607612776,26,0,0.5351415954953418,11.495064624146927,0.7906006225425091,1,17,3,0.8798049536076693,10.67729811265839,0.08099229909408141,0.20892917919173867,26,17,NA,NA,NA,NA,NA,NA,+,exon,ENSG00000197102.14,DYNC1H1,protein_coding
chr2:214767482|214781509,-6.848932362649396,10.125548788271688,0.0655022008856208,0.5407002607612776,26,0,-5.995306220541475,10.969646908549526,0.21882030546932954,0.8261776683894201,14,0,0.6008810563662996,10.544198772855188,0.3244578657625491,0.4001383545488197,26,14,NA,NA,NA,NA,NA,NA,-,exon,ENSG00000138376.11,BARD1,protein_coding
chr3:138570318|138572932,-6.848932362649396,10.125548788271688,0.0655022008856208,0.5407002607612776,26,0,NA,NA,NA,NA,NA,NA,-7.148065402907026,9.779855376728,1.458358528589781e-4,0.0027599775891535574,26,0,NA,NA,NA,NA,NA,NA,-,exon,ENSG00000114107.9,CEP70,protein_coding
chr10:5785142|5800705,-6.610197975372915,9.933146270687704,0.07036718886527049,0.5407002607612776,22,0,-6.572710433585536,11.41403204305271,0.03910469277083359,0.3948487728388336,21,0,1.4227661433401644,10.74942038023652,0.0029159958530833186,0.028118531440446286,22,21,NA,NA,NA,NA,NA,NA,-,exon,ENSG00000057608.17,GDI2,protein_coding
chr12:49991998|49992655,-6.610197975372915,9.933146270687704,0.07036718886527049,0.5407002607612776,22,0,-5.370386111074125,10.523555709700503,0.6250374953130612,0.8962569212871706,9,0,0.2063321685600128,10.166482997392722,0.850658524294299,0.9271170676512139,22,9,NA,NA,NA,NA,NA,NA,-,exon,ENSG00000161800.13,RACGAP1,protein_coding
